46,10,86,20,53,28,32,54,89,67,42,38,69,74,44,92,29,60,24,66,94,39,32,70,40,28,36,14,26,33,76,7,62,16,46,23,77,24,3,53,16,32,64,90,42,86,33,75,58,57,18,95,86,30,88,99,34,99,94,41,99,95,99,69,99,10,3,99,30,4,2,59,13,6,92,74,91,17,99,56,18,97,76,99,0,97,75,99,99,2,19,93,34,12,10,86,99,99,57,60,-1,-1,2
86,4,48,55,97,22,47,17,7,11,53,34,2,25,78,44,92,14,13,46,14,38,7,84,29,34,46,30,50,93,57,67,2,71,99,19,26,73,20,99,99,56,10,89,83,2,3,31,46,67,25,57,23,52,79,99,50,34,8,67,99,58,3,13,37,42,36,28,59,81,22,1,91,42,21,2,77,93,3,92,36,93,3,12,96,23,3,72,5,88,99,97,53,91,48,11,6,15,48,71,-1,21,1
70,0,68,62,99,18,51,4,0,0,82,82,1,39,59,32,71,7,9,35,15,15,3,76,56,18,89,30,26,93,88,57,2,88,99,6,18,79,17,99,99,60,13,92,74,1,0,6,72,78,94,99,75,54,99,57,0,18,63,16,73,99,19,81,41,75,0,4,5,50,95,23,62,99,44,99,3,9,99,3,99,34,15,21,2,10,65,17,99,99,38,2,18,5,99,48,75,15,29,3,-1,-1,3
86,4,48,55,97,22,47,17,7,11,53,34,2,25,78,44,92,14,13,46,14,38,7,84,29,34,46,30,50,93,57,67,2,71,99,19,26,73,20,99,99,56,10,89,83,2,3,31,46,67,86,35,4,5,48,27,71,50,1,89,97,33,17,25,96,23,99,32,21,72,4,42,85,26,72,2,51,99,12,99,47,90,2,78,99,15,26,65,63,75,76,91,4,62,78,6,9,11,11,22,-1,14,1
99,96,90,99,3,74,17,91,11,91,99,0,0,73,56,30,1,0,8,0,0,2,99,69,94,99,99,99,9,59,99,26,99,0,99,99,0,13,2,99,99,99,99,2,4,69,0,0,99,99,72,39,34,82,40,29,26,19,20,97,99,3,15,11,62,53,66,13,44,23,19,1,47,15,50,52,82,99,35,86,45,72,17,8,99,35,10,16,23,79,67,99,62,58,95,4,3,35,87,65,-1,6,1
99,96,90,99,3,74,17,91,11,91,99,0,0,73,56,30,1,0,8,0,0,2,99,69,94,99,99,99,9,59,99,26,99,0,99,99,0,13,2,99,99,99,99,2,4,69,0,0,99,99,72,39,34,82,40,29,26,19,20,97,99,3,15,11,62,53,66,13,44,23,19,1,47,15,50,52,82,99,35,86,45,72,17,8,99,35,10,16,23,79,67,99,62,58,95,4,3,35,87,65,-1,6,1
99,96,90,99,3,74,17,91,11,91,99,0,0,73,56,30,1,0,8,0,0,2,99,69,94,99,99,99,9,59,99,26,99,0,99,99,0,13,2,99,99,99,99,2,4,69,0,0,99,99,72,39,34,82,40,29,26,19,20,97,99,3,15,11,62,53,66,13,44,23,19,1,47,15,50,52,82,99,35,86,45,72,17,8,99,35,10,16,23,79,67,99,62,58,95,4,3,35,87,65,-1,37,1
99,96,90,99,3,74,17,91,11,91,99,0,0,73,56,30,1,0,8,0,0,2,99,69,94,99,99,99,9,59,99,26,99,0,99,99,0,13,2,99,99,99,99,2,4,69,0,0,99,99,72,39,34,82,40,29,26,19,20,97,99,3,15,11,62,53,66,13,44,23,19,1,47,15,50,52,82,99,35,86,45,72,17,8,99,35,10,16,23,79,67,99,62,58,95,4,3,35,87,65,-1,37,1
99,96,90,99,3,74,17,91,11,91,99,0,0,73,56,30,1,0,8,0,0,2,99,69,94,99,99,99,9,59,99,26,99,0,99,99,0,13,2,99,99,99,99,2,4,69,0,0,99,99,72,39,34,82,40,29,26,19,20,97,99,3,15,11,62,53,66,13,44,23,19,1,47,15,50,52,82,99,35,86,45,72,17,8,99,35,10,16,23,79,67,99,62,58,95,4,3,35,87,65,-1,6,2
99,96,90,99,3,74,17,91,11,91,99,0,0,73,56,30,1,0,8,0,0,2,99,69,94,99,99,99,9,59,99,26,99,0,99,99,0,13,2,99,99,99,99,2,4,69,0,0,99,99,72,39,34,82,40,29,26,19,20,97,99,3,15,11,62,53,66,13,44,23,19,1,47,15,50,52,82,99,35,86,45,72,17,8,99,35,10,16,23,79,67,99,62,58,95,4,3,35,87,65,-1,6,2
99,96,90,99,3,74,17,91,11,91,99,0,0,73,56,30,1,0,8,0,0,2,99,69,94,99,99,99,9,59,99,26,99,0,99,99,0,13,2,99,99,99,99,2,4,69,0,0,99,99,72,39,34,82,40,29,26,19,20,97,99,3,15,11,62,53,66,13,44,23,19,1,47,15,50,52,82,99,35,86,45,72,17,8,99,35,10,16,23,79,67,99,62,58,95,4,3,35,87,65,-1,37,2
99,96,90,99,3,74,17,91,11,91,99,0,0,73,56,30,1,0,8,0,0,2,99,69,94,99,99,99,9,59,99,26,99,0,99,99,0,13,2,99,99,99,99,2,4,69,0,0,99,99,72,39,34,82,40,29,26,19,20,97,99,3,15,11,62,53,66,13,44,23,19,1,47,15,50,52,82,99,35,86,45,72,17,8,99,35,10,16,23,79,67,99,62,58,95,4,3,35,87,65,-1,37,2
99,96,90,99,3,74,17,91,11,91,99,0,0,73,56,30,1,0,8,0,0,2,99,69,94,99,99,99,9,59,99,26,99,0,99,99,0,13,2,99,99,99,99,2,4,69,0,0,99,99,72,39,34,82,40,29,26,19,20,97,99,3,15,11,62,53,66,13,44,23,19,1,47,15,50,52,82,99,35,86,45,72,17,8,99,35,10,16,23,79,67,99,62,58,95,4,3,35,87,65,-1,10,2
99,96,90,99,3,74,17,91,11,91,99,0,0,73,56,30,1,0,8,0,0,2,99,69,94,99,99,99,9,59,99,26,99,0,99,99,0,13,2,99,99,99,99,2,4,69,0,0,99,99,72,39,34,82,40,29,26,19,20,97,99,3,15,11,62,53,66,13,44,23,19,1,47,15,50,52,82,99,35,86,45,72,17,8,99,35,10,16,23,79,67,99,62,58,95,4,3,35,87,65,-1,10,2
95,72,78,83,19,63,56,65,16,72,96,36,9,56,83,54,16,2,18,12,32,10,70,40,87,74,99,91,16,79,75,20,47,4,99,93,16,94,7,62,99,64,81,9,27,41,4,14,62,96,56,51,90,42,6,44,37,42,34,75,87,4,7,9,86,32,95,22,99,91,39,20,95,41,68,46,69,63,74,99,80,20,48,21,99,62,9,54,10,80,63,84,33,79,50,29,59,70,86,67,-1,3,1
85,1,97,60,37,42,60,11,73,73,42,24,78,45,57,37,27,8,6,13,10,82,34,99,21,74,71,87,81,87,6,85,11,18,84,51,72,7,88,91,97,82,86,78,26,14,50,25,8,58,5,40,21,40,87,11,84,34,75,93,71,69,58,14,79,91,59,13,13,78,20,36,82,34,37,44,38,82,94,84,75,75,48,67,41,66,65,74,70,40,76,34,23,11,57,43,69,50,67,8,-1,10,2
70,25,30,53,4,28,92,48,69,54,38,57,58,34,58,51,73,13,64,59,73,46,33,57,79,59,13,42,42,51,33,72,68,7,63,70,86,22,73,33,33,57,75,50,90,92,43,85,41,79,22,79,27,85,74,4,94,79,82,42,28,29,28,21,47,31,41,70,52,80,85,16,25,17,53,65,36,89,99,77,93,18,59,21,11,68,84,83,82,14,39,33,37,25,59,43,47,74,78,23,-1,27,4
99,45,95,1,16,95,63,73,99,0,25,83,81,37,10,46,90,2,90,76,11,56,59,36,99,99,52,40,47,99,99,1,96,99,38,50,88,58,51,16,55,0,17,32,39,47,11,93,99,29,96,22,9,56,83,90,10,46,20,39,72,37,53,63,44,68,99,99,87,6,91,83,35,32,10,74,61,61,29,95,83,99,93,59,79,75,65,99,30,91,75,70,11,88,7,87,61,87,42,76,-1,40,2
99,45,95,1,16,95,63,73,99,0,25,83,81,37,10,46,90,2,90,76,11,56,59,36,99,99,52,40,47,99,99,1,96,99,38,50,88,58,51,16,55,0,17,32,39,47,11,93,99,29,96,22,9,56,83,90,10,46,20,39,72,37,53,63,44,68,99,99,87,6,91,83,35,32,10,74,61,61,29,95,83,99,93,59,79,75,65,99,30,91,75,70,11,88,7,87,61,87,42,76,-1,40,2
69,76,3,86,76,38,84,50,82,45,66,69,2,35,75,99,99,60,48,17,91,23,23,74,80,89,76,90,6,13,44,56,41,77,42,45,71,46,29,83,67,60,68,71,38,32,59,71,45,95,47,31,53,47,47,48,65,62,47,48,50,51,44,51,50,42,65,42,53,47,53,32,60,60,40,48,55,53,36,62,43,42,38,53,62,51,53,56,32,48,72,59,58,53,50,46,63,48,53,60,-1,24,4
42,16,69,70,43,32,63,50,41,35,33,59,68,47,55,27,11,96,94,9,71,76,77,48,50,58,83,83,45,47,34,29,57,43,64,63,67,36,16,26,9,50,78,46,78,57,5,42,45,83,59,83,21,99,91,8,78,68,58,44,47,62,60,73,90,92,75,30,42,77,13,59,26,33,29,94,18,96,91,99,77,80,76,19,94,49,78,39,65,56,32,20,74,20,96,41,58,60,32,9,-1,2,2
21,15,86,43,45,43,34,47,15,52,63,82,43,75,52,35,1,99,99,8,35,92,92,23,50,71,83,38,88,50,46,46,59,74,80,79,87,32,52,40,2,31,79,42,80,54,0,54,44,74,31,3,37,29,92,11,56,9,90,27,1,20,19,68,95,92,79,99,85,16,12,96,29,99,78,73,35,15,99,26,27,80,84,81,89,9,94,93,94,96,20,13,7,71,16,81,89,27,26,43,-1,-1,3
39,31,62,57,71,14,30,36,50,72,21,53,74,41,40,17,1,86,88,30,38,97,48,46,18,73,70,80,36,49,71,25,96,11,72,70,80,11,46,87,1,32,70,55,82,26,16,30,20,77,76,35,38,39,44,47,25,55,24,44,18,44,91,73,78,67,70,91,12,58,60,94,25,74,57,29,76,73,86,49,71,87,60,84,11,35,90,43,78,39,46,37,7,35,58,91,50,51,92,10,-1,3,4
43,23,92,11,75,94,35,92,10,76,25,7,47,30,29,40,15,68,20,94,63,57,2,52,25,16,99,56,43,92,20,76,38,91,59,31,7,79,13,55,79,38,61,89,33,46,78,73,78,90,35,64,96,31,10,99,77,57,27,99,13,21,14,11,88,79,60,8,25,64,26,58,42,23,22,3,99,89,55,95,8,92,27,56,19,26,41,72,55,77,95,16,68,48,29,41,99,36,10,22,-1,28,1
