49,26,69,12,25,47,56,81,38,60,18,73,49,65,48,26,57,56,49,66,68,58,39,42,47,45,33,71,62,27,60,56,26,60,46,40,18,77,40,15,78,51,50,46,69,28,41,72,56,73,59,9,72,54,4,72,76,81,20,63,74,56,28,43,21,52,88,49,55,40,84,54,77,84,41,91,52,86,42,43,40,75,22,51,87,53,25,50,45,20,53,64,37,43,82,44,60,66,47,85,-1,1,4
54,47,67,69,77,83,75,49,78,38,58,93,13,95,11,88,32,19,70,64,67,96,4,17,5,59,23,41,38,33,92,3,80,48,58,71,29,50,32,54,54,83,34,68,90,65,26,80,64,97,99,71,59,15,28,69,99,64,53,19,40,16,67,99,4,63,28,81,69,79,93,16,34,54,35,20,80,46,99,41,99,11,19,59,57,69,15,96,25,8,11,55,62,64,12,63,21,37,82,42,-1,4,2
1,99,99,92,97,69,88,0,64,15,4,88,1,51,15,99,91,41,99,10,99,11,44,7,99,1,99,1,75,61,24,9,64,38,11,1,77,10,99,93,95,44,12,88,9,40,8,27,99,99,24,99,88,14,67,67,45,12,50,40,45,89,83,30,52,84,72,14,33,89,88,41,48,79,79,25,67,26,65,28,11,36,44,72,21,5,12,8,87,42,89,90,10,87,17,74,51,22,68,21,-1,17,3
99,9,13,5,69,11,57,95,94,6,12,83,57,49,32,67,97,88,55,91,92,51,59,34,7,66,85,12,82,52,99,77,59,58,68,12,2,92,97,4,99,15,65,82,91,14,36,26,78,22,49,27,40,12,44,45,16,40,17,37,2,82,30,40,47,30,96,99,97,56,53,86,56,30,4,41,74,16,90,31,95,31,26,70,66,18,26,76,96,1,24,75,76,84,59,27,63,49,97,61,6,24,0
15,99,74,99,52,96,99,0,1,74,55,92,58,55,41,99,28,47,97,78,23,7,59,16,99,4,54,47,25,91,46,18,73,9,23,86,94,57,33,71,16,89,11,49,81,89,58,12,81,28,11,83,22,55,51,90,89,17,26,74,88,74,76,56,99,92,79,18,31,91,99,3,43,60,96,9,74,46,84,14,15,57,83,67,6,53,33,53,71,58,52,82,8,99,47,79,69,12,82,34,-1,30,2
32,1,46,61,99,85,99,56,99,28,71,80,6,8,77,78,99,2,0,58,99,70,81,6,8,3,0,38,94,8,95,2,86,76,96,99,62,43,0,37,70,71,80,99,99,0,11,11,62,19,43,55,58,52,96,73,85,93,96,10,79,88,85,96,20,18,86,75,19,89,99,76,50,28,40,11,17,40,72,30,99,36,60,42,67,91,16,37,25,20,56,27,54,63,83,0,45,48,42,11,-1,1,1
63,38,36,14,49,56,65,59,24,44,60,70,61,51,9,76,50,47,86,70,77,63,50,26,31,33,30,45,53,25,69,34,59,67,46,39,29,72,62,56,56,68,68,67,60,16,53,66,64,59,81,29,15,23,76,38,95,99,41,18,82,51,80,44,4,75,93,91,55,78,89,34,30,45,27,22,25,19,96,32,93,14,18,85,99,11,3,53,61,24,70,77,20,68,15,35,22,19,36,12,-1,34,1
91,87,21,18,90,87,32,76,40,41,66,3,68,80,79,5,64,22,48,75,70,21,51,8,46,50,79,90,57,61,15,91,99,99,38,44,99,42,3,69,60,82,26,33,12,88,62,34,12,3,99,90,93,37,16,73,99,4,45,69,48,81,73,45,62,16,29,44,4,86,58,31,99,63,34,43,99,47,59,6,43,49,99,53,27,85,35,82,99,99,99,69,44,99,39,90,99,4,34,99,-1,22,4
18,50,33,5,44,44,43,10,47,17,21,10,88,97,29,36,99,14,45,47,70,36,26,21,97,97,41,43,10,73,2,48,37,27,49,94,62,58,26,7,0,17,97,0,47,52,94,5,67,57,11,25,45,9,19,43,75,15,99,46,42,38,7,70,39,64,60,62,35,85,99,17,86,16,64,99,2,31,54,67,15,51,22,37,21,99,43,80,36,7,45,65,29,29,82,9,82,7,83,99,-1,54,3
65,69,40,19,80,17,39,47,32,57,75,76,34,85,22,89,73,99,8,46,35,21,2,53,58,24,36,15,50,20,39,40,89,50,79,2,35,99,60,66,71,47,2,35,64,4,16,8,90,36,92,68,5,17,99,32,57,52,10,17,99,99,29,27,7,6,99,99,20,99,10,4,91,99,23,21,99,23,42,79,99,4,99,56,99,59,23,25,99,81,81,8,3,16,99,11,89,91,9,4,-1,-1,1
