-6.07718086,1.76015386,1.97210735,0.85934049,0.15307403,-0.21393347,-3.03314297,2.49322593,-1.29806268,3.35693820,4.98531771,-0.34537840,0.38615522,-2.91206044,-5.34532559,1.40985075,-1.59818292,1.09761566,-3.88754672,-1.49180330,-1.07078522,1.12650526,-6.03605783,-0.58081025,-1.36844426,-1.60890892,-1.12615025,0.29471064,1.73881215,0.05644548,-0.76335621,-1.10888410,9.69107342,2.58178765,-3.53471017,7.23133063,-2.74810058,4.12375665,0.67815968,0.69682536,-3.54967213,-4.64698374,1.31153151,-0.36544251,2.17413282,2.99799752,0.30364537,-0.34567600,0.56797075,-2.10003075,2.06493044,-1.17571078,-2.10057902,-4.14916313,0.71122003,0.96465409,-3.00561446,-8.06169558,5.38307548,-6.94919538,0.69369856,6.03410786,4.93237919,5.80824935,0.20911026,3.28372985,4.42230898,1.91319144,2.37232661,-2.79321115,9.94700533,3.42998016,-1.09189647,-5.88052535,2.21900177,3.46850914,3.90877423,-4.05824876,1.81220144,-3.81352973,-1.11997831,4.18826520,3.77650237,0.31469834,-7.02319232,2.67266077,-3.92588693,4.34504223,-5.44775110,-3.74195349,3.11617959,4.25795829,-4.94327247,5.20392204,-6.14868581,4.98561239,-1.38378763,1.95646816,2.39432025,-4.61749530,-1.00000000,-1.00000000
-2.27436423,0.40624103,1.07742190,-0.51098019,-2.74630308,0.41897905,0.07439931,1.87639308,0.74647963,0.18933924,2.07791591,-1.78293943,0.14048496,-0.93607062,-3.62105656,-0.00133821,-2.99133611,1.52055931,-0.96578592,0.18856440,-0.66577315,1.47979355,-1.47120798,-0.34213048,-0.73361003,-2.08795476,1.91466534,4.41278458,0.38969225,-1.50912261,1.73097944,-0.71872330,4.57816792,1.91861868,-4.26691675,1.01729512,-3.63877106,1.46080899,-0.36648932,-0.43977669,-0.97819972,-2.98454499,-0.38804594,-2.71402431,1.25543439,4.70525789,-2.00304484,0.26652503,2.12352324,-0.26463363,1.41617990,1.26704323,5.28188086,0.10279679,-4.01521921,-0.64534569,1.17511952,-0.63351905,-1.82620668,3.64753246,-2.05163383,-3.29680967,-0.66207802,0.11839110,1.95826411,2.90191531,0.10709197,2.70814705,0.75622010,-0.24429125,-0.34663785,3.69324946,-1.93912065,2.21675014,2.95560622,-1.44611144,-2.16962314,1.67274988,-1.34490263,-3.45723510,3.13027358,2.32200503,2.27009559,-4.56886530,1.07799315,0.64792335,-0.86880344,-0.49472219,2.22793460,0.21406427,-4.27551889,-0.62778658,0.51709819,-0.75031495,1.27511358,0.22963667,2.13710237,-1.16704690,-2.91137505,0.43469203,-1.00000000,14.00000000
-2.27436423,0.40624103,1.07742190,-0.51098019,-2.74630308,0.41897905,0.07439931,1.87639308,0.74647963,0.18933924,2.07791591,-1.78293943,0.14048496,-0.93607062,-3.62105656,-0.00133821,-2.99133611,1.52055931,-0.96578592,0.18856440,-0.66577315,1.47979355,-1.47120798,-0.34213048,-0.73361003,-2.08795476,1.91466534,4.41278458,0.38969225,-1.50912261,1.73097944,-0.71872330,4.57816792,1.91861868,-4.26691675,1.01729512,-3.63877106,1.46080899,-0.36648932,-0.43977669,-0.97819972,-2.98454499,-0.38804594,-2.71402431,1.25543439,4.70525789,-2.00304484,0.26652503,2.12352324,-0.26463363,1.41617990,1.26704323,5.28188086,0.10279679,-4.01521921,-0.64534569,1.17511952,-0.63351905,-1.82620668,3.64753246,-2.05163383,-3.29680967,-0.66207802,0.11839110,1.95826411,2.90191531,0.10709197,2.70814705,0.75622010,-0.24429125,-0.34663785,3.69324946,-1.93912065,2.21675014,2.95560622,-1.44611144,-2.16962314,1.67274988,-1.34490263,-3.45723510,3.13027358,2.32200503,2.27009559,-4.56886530,1.07799315,0.64792335,-0.86880344,-0.49472219,2.22793460,0.21406427,-4.27551889,-0.62778658,0.51709819,-0.75031495,1.27511358,0.22963667,2.13710237,-1.16704690,-2.91137505,0.43469203,-1.00000000,8.00000000
-4.15843832,-3.01637661,6.38054013,2.53990424,3.95955062,3.50575495,-9.38715219,7.51669693,-1.41013592,3.96867406,-5.06837022,-3.28316295,4.67415607,-1.22040029,-0.84672451,-2.27100855,11.38996553,-3.61882722,0.37690176,0.59976989,1.50684726,-5.61307836,-4.09578311,5.98943329,-1.77723557,0.12531111,-4.06638002,-4.10733724,-3.81458032,5.34967351,4.82845092,2.71038771,9.32329750,0.74078412,4.51091623,2.86053401,-1.53885514,-0.10609689,-7.35039759,-3.10428059,0.50739682,2.04632765,-3.28041589,1.30576155,-4.77771616,-0.38392555,1.04953253,1.50773525,5.39845014,-2.33222502,7.94387627,-0.30513056,-5.28140199,-2.66562319,2.79044768,0.94535631,-4.81512523,0.18768692,1.77134049,-0.52754140,-2.66250253,-4.55784070,3.50743246,0.87691891,1.40878308,2.26741374,0.73923105,4.05364966,0.43260433,-0.03620410,0.35257465,1.60222638,-0.45640022,0.73762399,-0.97375476,2.85175717,3.61985970,-0.30536515,2.64165628,0.38918534,-0.35586105,2.54223922,2.12625894,1.13190585,-4.01285803,-0.69455975,2.91806424,3.14375418,0.21220589,3.22727174,-2.96318276,1.20593899,0.61529309,-2.18055145,-3.34119612,3.87007892,1.63668466,9.06579971,4.11024189,-3.75260413,-1.00000000,-1.00000000
-4.15843832,-3.01637661,6.38054013,2.53990424,3.95955062,3.50575495,-9.38715219,7.51669693,-1.41013592,3.96867406,-5.06837022,-3.28316295,4.67415607,-1.22040029,-0.84672451,-2.27100855,11.38996553,-3.61882722,0.37690176,0.59976989,1.50684726,-5.61307836,-4.09578311,5.98943329,-1.77723557,0.12531111,-4.06638002,-4.10733724,-3.81458032,5.34967351,4.82845092,2.71038771,9.32329750,0.74078412,4.51091623,2.86053401,-1.53885514,-0.10609689,-7.35039759,-3.10428059,0.50739682,2.04632765,-3.28041589,1.30576155,-4.77771616,-0.38392555,1.04953253,1.50773525,5.39845014,-2.33222502,7.94387627,-0.30513056,-5.28140199,-2.66562319,2.79044768,0.94535631,-4.81512523,0.18768692,1.77134049,-0.52754140,-2.66250253,-4.55784070,3.50743246,0.87691891,1.40878308,2.26741374,0.73923105,4.05364966,0.43260433,-0.03620410,0.35257465,1.60222638,-0.45640022,0.73762399,-0.97375476,2.85175717,3.61985970,-0.30536515,2.64165628,0.38918534,-0.35586105,2.54223922,2.12625894,1.13190585,-4.01285803,-0.69455975,2.91806424,3.14375418,0.21220589,3.22727174,-2.96318276,1.20593899,0.61529309,-2.18055145,-3.34119612,3.87007892,1.63668466,9.06579971,4.11024189,-3.75260413,-1.00000000,-1.00000000
-4.15843832,-3.01637661,6.38054013,2.53990424,3.95955062,3.50575495,-9.38715219,7.51669693,-1.41013592,3.96867406,-5.06837022,-3.28316295,4.67415607,-1.22040029,-0.84672451,-2.27100855,11.38996553,-3.61882722,0.37690176,0.59976989,1.50684726,-5.61307836,-4.09578311,5.98943329,-1.77723557,0.12531111,-4.06638002,-4.10733724,-3.81458032,5.34967351,4.82845092,2.71038771,9.32329750,0.74078412,4.51091623,2.86053401,-1.53885514,-0.10609689,-7.35039759,-3.10428059,0.50739682,2.04632765,-3.28041589,1.30576155,-4.77771616,-0.38392555,1.04953253,1.50773525,5.39845014,-2.33222502,7.94387627,-0.30513056,-5.28140199,-2.66562319,2.79044768,0.94535631,-4.81512523,0.18768692,1.77134049,-0.52754140,-2.66250253,-4.55784070,3.50743246,0.87691891,1.40878308,2.26741374,0.73923105,4.05364966,0.43260433,-0.03620410,0.35257465,1.60222638,-0.45640022,0.73762399,-0.97375476,2.85175717,3.61985970,-0.30536515,2.64165628,0.38918534,-0.35586105,2.54223922,2.12625894,1.13190585,-4.01285803,-0.69455975,2.91806424,3.14375418,0.21220589,3.22727174,-2.96318276,1.20593899,0.61529309,-2.18055145,-3.34119612,3.87007892,1.63668466,9.06579971,4.11024189,-3.75260413,-1.00000000,-1.00000000
0.17317948,-0.91611677,0.52148944,1.06034625,0.74969345,0.80128384,-1.11569071,0.84875011,0.43265417,0.50786114,0.69832087,-0.72187531,-0.81551355,-1.43700922,0.46932054,1.84463179,-0.17178544,-0.98124027,2.23551702,0.23277341,-0.57016450,0.59403646,-1.05534148,0.81817615,-0.54280555,0.97838819,0.73611575,-0.28687707,0.93087262,1.55688667,0.89986855,-0.09877650,-0.34834093,-0.80552548,-0.01683453,0.18707991,-0.57480711,0.24445507,2.32535124,-0.45114014,1.40638971,0.17729661,1.21837616,-0.62934357,-0.44334924,1.22602880,0.88797456,-1.09542000,-1.62182343,0.18257514,0.02875573,0.26432061,2.10144567,0.42179263,-0.49875700,-0.30814013,-0.83497655,-0.06268026,-0.11522128,0.43655345,-0.44187507,-0.71893758,0.03796281,-1.26608694,0.03921276,2.46674705,0.25817552,-1.88547862,0.30235258,-1.37851512,0.35243919,0.12546392,-1.24367499,-0.96269667,1.31464028,0.80824465,0.70276207,-0.29771110,1.70558214,0.61423641,-1.48227751,-0.56153882,0.37460977,-0.92456853,-0.32526246,-0.74720210,-0.11000110,-2.46482468,0.31953207,-2.22853613,0.21977077,0.93126845,-0.23324956,-0.36679956,-1.33939505,2.11116934,1.20906043,-0.31075427,-0.76411253,-0.42667955,23.00000000,30.00000000
0.99932745,4.26014173,2.55240846,3.08509386,-0.65668406,-0.58105172,-0.57642479,-0.85742063,1.85039937,0.42817985,4.06539536,-1.44668657,-1.78357410,1.50972018,0.63281966,0.82379353,-1.64136463,1.31987716,1.03002340,3.29635882,-0.50176507,1.75387174,0.51654837,-4.93171620,-0.15500066,1.82220232,-0.70054357,0.19789352,-0.17922754,-0.92740080,7.11701488,-2.17016119,-1.63714442,-2.27404135,-0.83314169,0.33503439,2.82906246,0.39247761,4.09259605,-0.67439523,0.13913932,2.48727703,3.45518684,2.16126773,-0.06331460,-2.80290985,-3.41071510,-3.80385292,-0.14672883,0.23748723,8.28411829,11.02951789,2.49117193,9.17992693,2.13128278,2.37496722,1.57897547,3.41917157,9.38651788,-9.17115903,6.70802641,2.40077090,0.97924268,3.31723247,1.97672969,1.91965818,-9.74379730,-0.99465847,1.63038576,1.93187416,8.56518853,-0.27058661,3.19033599,-5.43823338,1.11917050,2.33750474,0.77401359,1.47871089,0.05369208,-3.16933727,16.58754873,1.56626567,-2.99216855,-8.84164941,-4.07752132,2.50401545,6.36579317,-4.77937718,11.92630172,1.29274402,-8.46171427,-3.23017490,2.85605465,4.02092481,-2.27364171,-4.94160843,-0.71850887,-3.59763944,-4.47291397,-3.38173300,-1.00000000,-1.00000000
-4.73510313,3.15731648,-0.62495536,-2.05467671,-2.47733915,1.54898429,-1.16318433,1.96224174,1.25806323,-1.60883474,0.66508727,1.40165734,1.04686475,1.18088651,-2.04839694,3.56986704,-1.19505489,5.09888554,2.91694207,3.95160210,0.59222695,6.05026436,-2.04727190,1.25842524,1.71231574,-0.70898771,-4.55637598,2.39242455,-0.01819181,-3.00909808,0.14497298,-1.12152298,6.75151193,7.77552271,-2.74710335,4.75393879,2.04629469,-1.29517221,5.15332687,1.23543966,-1.04329987,2.27645981,-1.57897162,2.03436673,-0.04734541,-2.73228467,-2.72952884,-5.18283916,-3.07194138,-0.14085817,-2.54655218,0.63295782,-1.80309916,1.03974819,0.64858067,1.14816141,-2.04905510,0.96129966,1.00101066,2.21313834,1.39480495,-0.64260894,0.29572141,2.42288256,-0.67598301,1.20974863,1.26403475,0.09700914,2.05645299,0.69339454,-2.24584794,2.79308128,1.33714783,-0.85897976,-1.79288840,-0.30962250,-1.50458300,0.09562781,0.04031647,-2.36570978,-1.67995751,-1.67149258,1.06758821,-0.21498999,-0.61790293,-0.86493272,0.55813730,-0.22512010,1.70718288,-0.73330277,-0.55557048,0.67716628,-0.91902757,-0.21114376,0.57066762,1.64140689,0.82865536,-2.40780377,0.43001908,-0.59977084,-1.00000000,5.00000000
-4.73510313,3.15731648,-0.62495536,-2.05467671,-2.47733915,1.54898429,-1.16318433,1.96224174,1.25806323,-1.60883474,0.66508727,1.40165734,1.04686475,1.18088651,-2.04839694,3.56986704,-1.19505489,5.09888554,2.91694207,3.95160210,0.59222695,6.05026436,-2.04727190,1.25842524,1.71231574,-0.70898771,-4.55637598,2.39242455,-0.01819181,-3.00909808,0.14497298,-1.12152298,6.75151193,7.77552271,-2.74710335,4.75393879,2.04629469,-1.29517221,5.15332687,1.23543966,-1.04329987,2.27645981,-1.57897162,2.03436673,-0.04734541,-2.73228467,-2.72952884,-5.18283916,-3.07194138,-0.14085817,-2.54655218,0.63295782,-1.80309916,1.03974819,0.64858067,1.14816141,-2.04905510,0.96129966,1.00101066,2.21313834,1.39480495,-0.64260894,0.29572141,2.42288256,-0.67598301,1.20974863,1.26403475,0.09700914,2.05645299,0.69339454,-2.24584794,2.79308128,1.33714783,-0.85897976,-1.79288840,-0.30962250,-1.50458300,0.09562781,0.04031647,-2.36570978,-1.67995751,-1.67149258,1.06758821,-0.21498999,-0.61790293,-0.86493272,0.55813730,-0.22512010,1.70718288,-0.73330277,-0.55557048,0.67716628,-0.91902757,-0.21114376,0.57066762,1.64140689,0.82865536,-2.40780377,0.43001908,-0.59977084,-1.00000000,13.00000000
